id,title,content
45612,Source Code,Thriller Science Fiction Mystery Jake_Gyllenhaal Michelle_Monaghan Vera_Farmiga Duncan_JonesEnglish decorated soldier captain colter stevens wake body unknown man discovering involved mission find bomber chicago commuter train learns part top secret experimental program enables experience final 8 minute another person life colter life train incident gathering clue time discover responsible attack next one happensThe_Mark_Gordon_Company Vendome_Pictures Summit_Entertainment 
7305,Alive,Action Adventure Drama Thriller Ethan_Hawke Vincent_Spano Josh_Hamilton Frank_MarshallEnglish Português amazing true story uruguayan rugby team plane crashed middle andes mountain immense survive pull alive forced anything everything could stay alive meager ration freezing coldTouchstone_Pictures Film_Andes_S.A. The_Kennedy/Marshall_Company 
3594,The Number 23,Thriller Drama Mystery Jim_Carrey Virginia_Madsen Logan_Lerman Joel_SchumacherEnglish walter sparrow animal control officer becomes obsessed mysterious book seems based life soon open book notice strange parallel read experienced worried fictional murder might materializeFirm_Films New_Line_Cinema Contrafilm 
157841,The Young and Prodigious T.S. Spivet,Adventure Drama Family Kyle_Catlett Helena_Bonham_Carter Judy_Davis Jean-Pierre_JeunetEnglish 12 year old cartographer secretly leaf family ranch montana life cowboy father scientist mother travel across country board freight train receive award smithsonian instituteEpithète_Films Cross_Creek_Pictures Tapioca_Films 
11519,1941,Action Comedy Dan_Aykroyd Ned_Beatty John_Belushi Steven_SpielbergEnglish Deutsch 日本語 six day since attack pearl harbor panic grip california supposedly next target japanese force everywhere california people suffering war nerve chaos erupts state army air corp captain civilian deranged sense nationalism civilian defender motor pool crew end chasing japanese sub planning attack laColumbia_Pictures A-Team Universal_Pictures 
12920,Dreamer: Inspired By a True Story,Drama Family Kurt_Russell Dakota_Fanning Kris_Kristofferson John_GatinsEnglish ben crane belief severely injured racehorse deserves another chance daughter cale adopt horse fact mare save sacrificed ownerHyde_Park_Entertainment DreamWorks_Pictures 
59,A History of Violence,Drama Thriller Crime Viggo_Mortensen Maria_Bello Heidi_Hayes David_CronenbergEnglish average family thrust spotlight father commits seemingly self defense murder dinerNew_Line_Cinema BenderSpink DC_Comics 
9335,Transporter 2,Action Thriller Crime Jason_Statham Amber_Valletta Kate_Nauta Louis_LeterrierEnglish Français Italiano professional driver frank martin living miami temporarily filling friend chauffeur government narcotic control policymaker family young boy family targeted kidnapping frank immediately becomes involved protecting child exposing kidnapperTPS_Star EuropaCorp Current_Entertainment 
12106,The Quick and the Dead,Action Western Sharon_Stone Gene_Hackman Russell_Crowe Sam_RaimiEnglish mysterious woman come compete quick draw elimination tournament town taken notorious gunmanTriStar_Pictures 
11141,Laws of Attraction,Action Comedy Romance Thriller Pierce_Brosnan Julianne_Moore Michael_Sheen Peter_HowittEnglish amidst sea litigation two new york city divorce lawyer find loveNew_Line_Cinema Irish_Dreamtime Deep_River_Productions 
8649,Bringing Out the Dead,Drama Nicolas_Cage Patricia_Arquette John_Goodman Martin_ScorseseEnglish 48 hour life burnt paramedic called father frank effort rescue life frank see ghost failed save around every turn tried everything get fired calling sick delaying taking call might face one victim help yet cannot quit jobTouchstone_Pictures De_Fina-Cappa Paramount 
31867,Repo Men,Action Science Fiction Thriller Crime Jude_Law Forest_Whitaker Alice_Braga Miguel_SapochnikEnglish future medical technology advanced point people buy artificial organ extend life default payment organization known union sends agent repossess organ remy one best agent business becomes recipient artificial heart find dire strait many victimRelativity_Media Stuber_Productions Universal_Pictures 
10253,Dragon Wars: D-War,Fantasy Drama Horror Action Thriller Science Fiction Jason_Behr Robert_Forster Aimee_Garcia Shim_Hyung-RaeEnglish 한국어/조선말 based korean legend unknown creature return devastate planet reporter ethan kendrick called investigate matterShowbox CJ_Entertainment Younggu-Art_Movies 
3587,Bogus,Fantasy Comedy Family Whoopi_Goldberg Gérard_Depardieu Haley_Joel_Osment Norman_JewisonEnglish recently orphaned young boy taken godmother shocked realize see boy imaginary friend flamboyant french magician named bogusRegency_Enterprises Yorktown_Productions Warner_Bros._Pictures 
124459,The Incredible Burt Wonderstone,Comedy Steve_Carell Jim_Carrey Steve_Buscemi Don_ScardinoEnglish breaking longtime stage partner famous jaded vega magician fight relevance new hip street magician appears sceneNew_Line_Cinema Benderspink Carousel 
24662,Cats Don't Dance,Animation Comedy Family Music Scott_Bakula Jasmine_Guy Natalie_Cole Mark_DindalEnglish Deutsch danny ambitious singing dancing cat go hollywood overcomes several obstacle fulfill dream becoming movie starDavid_Kirschner_Productions Warner_Bros._Pictures Turner_Feature_Animation 
32274,Cradle Will Rock,Drama Hank_Azaria Rubén_Blades Joan_Cusack Tim_RobbinsEnglish true story politics art 1930s usa centered around leftist musical drama attempt stop productionTouchstone_Pictures 
182,The Good German,War Crime Drama Mystery Romance Thriller George_Clooney Cate_Blanchett Tobey_Maguire Steven_SoderberghEnglish Deutsch 普通话 Pусский american journalist played george clooney arrives berlin end world war two becomes involved murder mystery surrounding dead gi wash lakeside mansion potsdam negotiation allied power soon investigation connects search married pre war german lover played cate blanchettSunset_Gower_Studios Warner_Bros._Pictures Section_Eight 
5494,George and the Dragon,Adventure James_Purefoy Piper_Perabo Patrick_Swayze Tom_ReeveEnglish knight returning crusade take dragon becomes legendApolloMedia_Distribution The_Carousel_Picture_Company Ravenhouse_Entertainment 
28,Apocalypse Now,Drama War Martin_Sheen Marlon_Brando Robert_Duvall Francis_Ford_Coppola English Français Tiếng Việt height vietnam war captain benjamin willard sent dangerous mission officially exist ever exist goal locate eliminate mysterious green beret colonel named walter kurtz leading personal army illegal guerrilla mission enemy territoryUnited_Artists American_Zoetrope 
38073,Going the Distance,Comedy Drama Romance Drew_Barrymore Justin_Long Charlie_Day Nanette_BursteinEnglish erin garrett much love erin move san francisco finish journalism degree garrett stay behind new york work music industry gamely keep romance alive webcam frequent flyer mile seems lover soon reunited score big break could separate goodNew_Line_Cinema Offspring_Entertainment 
2054,Mr. Holland's Opus,Music Drama Family Richard_Dreyfuss Glenne_Headly Jay_Thomas Stephen_HerekEnglish 1965 passionate musician glenn holland take day job high school music teacher convinced small obstacle road true calling writing historic opus decade roll composition unwritten generation student inspired teaching holland must redefine life purposeHollywood_Pictures Interscope_Communications PolyGram_Filmed_Entertainment 
302156,Criminal,Action Kevin_Costner Gary_Oldman Tommy_Lee_Jones Ariel_VromenEnglish bill pope cia agent mission london tracking shadowy hacker nicknamed dutchman get mysteriously ambushed killed experimental procedure used transfer memory dangerous ex convict jericho stewart wake cia agent memory mission find dutchman eliminate hacker launch icbm start world war iii complication soon arise mission turn personalBenderSpink Campbell_Grobman_Films Criminal_Productions 
606,Out of Africa,Drama Meryl_Streep Robert_Redford Klaus_Maria_Brandauer Sydney_PollackEnglish Kiswahili africa tell story life danish author karen blixen beginning 20th century moved africa build new life film based autobiographical novel karen blixen 1937Universal_Pictures Mirage_Entertainment Mirage_Enterprises 
87502,Flight,Drama Denzel_Washington Don_Cheadle Bruce_Greenwood Robert_ZemeckisEnglish commercial airline pilot whip whitaker problem drug alcohol though far managed complete flight safely luck run disastrous mechanical malfunction sends plane hurtling toward ground whip pull miraculous crash landing result six life lost shaken core whip vow get sober crash investigation expose addiction find even worse situationParamount ImageMovers Parkes-MacDonald_Productions 
698,Moonraker,Action Adventure Thriller Science Fiction Roger_Moore Lois_Chiles Michael_Lonsdale Lewis_GilbertEnglish Italiano transportation space shuttle boeing 747 crash atlantic ocean yet go look destroyed shuttle james bond investigates missing mission space shuttle soon learns shuttle owner hugo drax want kill mankindUnited_Artists Eon_Productions Danjaq 
120467,The Grand Budapest Hotel,Comedy Drama Ralph_Fiennes Tony_Revolori F._Murray_Abraham Wes_AndersonEnglish Français grand budapest hotel tell legendary concierge famous european hotel war friendship young employee becomes trusted protg story involves theft recovery priceless renaissance painting battle enormous family fortune slow sudden upheaval transformed europe first half 20th centuryFox_Searchlight_Pictures Scott_Rudin_Productions Studio_Babelsberg 
11313,Hearts in Atlantis,Drama Mystery Anthony_Hopkins Anton_Yelchin Hope_Davis Scott_HicksEnglish widowed mother son change mysterious stranger enters lifeCastle_Rock_Entertainment Village_Roadshow_Pictures Warner_Bros._Pictures 
6488,Arachnophobia,Comedy Horror Jeff_Daniels Harley_Jane_Kozak Garette_Ratliff_Henson Frank_MarshallEnglish Español large spider jungle south america accidentally transported crate dead body america mate local spider soon resident small california town disappear result spider bite deadly spider offspring couple doctor help insect exterminator annihilate eight legged freakAmblin_Entertainment Hollywood_Pictures Tangled_Web_Productions 
10559,Frequency,Crime Drama Science Fiction Thriller Dennis_Quaid Jim_Caviezel Andre_Braugher Gregory_HoblitEnglish rare phenomenon give police officer john sullivan chance speak father 30 year past take opportunity prevent dad tragic death action inadvertently give rise series brutal murder father must find way fix consequence altering timeNew_Line_Cinema 
296099,Vacation,Comedy Ed_Helms Christina_Applegate Skyler_Gisondo John_Francis_DaleyEnglish hoping bring family closer together recreate childhood vacation kid grown rusty griswold take wife two son cross country road trip coolest theme park america walley world needle say thing go quite plannedNew_Line_Cinema BenderSpink David_Dobkin_Productions 
8012,Get Shorty,Comedy Thriller Crime John_Travolta Gene_Hackman Rene_Russo Barry_SonnenfeldEnglish chili palmer miami mobster get sent bos psychopathic bone barboni collect bad debt harry zimm hollywood producer specializes cheesy horror film chili meet harry leading lady romantic spark fly pitching life story movie idea chili learns mobster hollywood producer really differentJersey_Films Metro-Goldwyn-Mayer 
1574,Chicago,Action Comedy Crime Drama Music Catherine_Zeta-Jones Renée_Zellweger Queen_Latifah Rob_MarshallMagyar English murderess velma kelly roxie hart find death row together fight fame keep gallows 1920s chicagoMiramax Producers_Circle Storyline_Entertainment 
9032,Big Daddy,Comedy Drama Adam_Sandler Joey_Lauren_Adams Kristy_Swanson Dennis_DuganEnglish Italiano lazy law school grad adopts kid impress girlfriend everything go planned becomes unlikely foster fatherColumbia_Pictures 
2770,American Pie 2,Comedy Romance Jason_Biggs Thomas_Ian_Nicholas Chris_Klein J.B._RogersEnglish whole gang back close ever decide get even closer spending summer together beach house decide hold biggest party ever seen even preparation always go plan especially stifler finch jim become close ever want jim mistake super glue lubricantUniversal_Pictures Liveplanet Zide-Perry_Productions 
862,Toy Story,Animation Comedy Family Tom_Hanks Tim_Allen Don_Rickles John_LasseterEnglish led woody andy toy live happily room andy birthday brings buzz lightyear onto scene afraid losing place andy heart woody plot buzz circumstance separate buzz woody owner duo eventually learns put aside differencePixar 
1637,Speed,Action Adventure Crime Keanu_Reeves Dennis_Hopper Sandra_Bullock Jan_de_BontEnglish los angeles swat cop jack traven bomb expert howard payne major ransom money first rigged elevator tall building rigged bus slows blow bad enough day nightmare la traffic still end20th_Century_Fox The_Mark_Gordon_Company 
72570,The Vow,Drama Romance Rachel_McAdams Channing_Tatum Sam_Neill Michael_SucsyEnglish happy young married couple paige leo well happy car accident put paige life threatening coma upon awakening lost previous five year memory including beloved leo wedding confusing relationship parent ending relationship ex fiance despite complication leo endeavor win heart rebuild marriageSpyglass_Entertainment Screen_Gems 
27569,Extraordinary Measures,Drama Harrison_Ford Brendan_Fraser Keri_Russell Tom_VaughanEnglish working class father john crowley finally fast track corporate success two young child megan patrick diagnosed pompe disease condition prevents body breaking sugar support wife aileen john ditch career team unconventional specialist dr robert stonehill found bio tech company develop cure time save life megan patrick dr stonehill work tirelessly prove theory made black sheep medical community powerful bond forged two unlikely allyDouble_Feature_Films CBS_Films 
10637,Remember the Titans,Drama Denzel_Washington Will_Patton Ryan_Hurst Boaz_YakinEnglish leading football team 15 winning season coach bill yoast demoted replaced herman boone tough opinionated different beloved yoast could two men learn overcome difference turn group hostile young men true championJerry_Bruckheimer_Films Run_It_Up_Productions_Inc. Technical_Black 
1669,The Hunt for Red October,Action Adventure Thriller Alec_Baldwin Sean_Connery Scott_Glenn John_McTiernanEnglish Pусский new soviet nuclear missile sub boomer heading maiden voyage tracked los angeles class american submarine suddenly go silent disappears focus attention u intelligence u navy russian sub commander determined silent soviet boomer may headed american coastal water panic ensues cia analyst jack ryan convinces brass boomer commander may intend something nuclear first strike mind perilous tense cat mouse game ensuesParamount Mace_Neufeld_Productions Nina_Saxon_Film_Design 
132363,The Butler,Drama Forest_Whitaker David_Banner Michael_Rainey_Jr. Lee_DanielsEnglish look life cecil gaines served eight president white house head butler 1952 1986 unique front row seat political racial history madeFollow_Through_Productions Salamander_Pictures Laura_Ziskin_Productions 
9472,DodgeBall: A True Underdog Story,Comedy Vince_Vaughn Christine_Taylor Ben_Stiller Rawson_Marshall_ThurberEnglish Deutsch megalomaniacal white goodman owner trendy high end fitness center make move take struggling local gym run happy go lucky pete la fleur one way la fleur fight back dodgeball aided dodgeball guru goodman attorney la fleur rag tag team underdog launch knock drag battle winner takeMediastream_Vierte_Film_GmbH_&_Co._Vermarktungs_KG 20th_Century_Fox Red_Hour 
2907,The Addams Family,Horror Comedy Fantasy Raúl_Juliá Anjelica_Huston Christopher_Lloyd Barry_SonnenfeldEnglish uncle fester missing 25 year evil doctor find introduces fake fester attempt get adam family money youngest daughter doubt new uncle fester fake uncle adapts well strange family doctor carry evil plan take adam family fortuneScott_Rudin_Productions Paramount Orion_Pictures 
9273,Ace Ventura: When Nature Calls,Crime Comedy Adventure Jim_Carrey Ian_McNeice Simon_Callow Steve_OedekerkEnglish summoned ashram tibet ace find perilous journey jungle africa find shikaka missing sacred animal friendly wachati tribe must accomplish wedding wachati princess prince warrior wachootoos ace fails result vicious tribal warMorgan_Creek_Productions Warner_Bros._Pictures 
9880,The Princess Diaries,Comedy Family Romance Anne_Hathaway Julie_Andrews Heather_Matarazzo Garry_MarshallEnglish socially awkward bright 15 year old girl raised single mom discovers princess small european country recent death long absent father unknown crown prince genovia must make choice continuing life san francisco teen stepping throneBottom_of_the_Ninth_Productions Walt_Disney_Pictures BrownHouse_Productions 
2925,The First Wives Club,Comedy Goldie_Hawn Bette_Midler Diane_Keaton Hugh_WilsonEnglish year helping hubby climb ladder success three mid life manhattanites dumped newer curvier model trio determined turn pain gain come cleverly devious plan hit ex really hurt walletScott_Rudin_Productions 
807,Se7en,Crime Mystery Thriller Brad_Pitt Morgan_Freeman Gwyneth_Paltrow David_FincherEnglish two homicide detective desperate hunt serial killer whose crime based seven deadly sin dark haunting film take viewer tortured remains one victim next seasoned det sommerset research sin effort get inside killer mind novice partner mill scoff effort unravel caseNew_Line_Cinema Juno_Pix Cecchi_Gori_Pictures 
17654,District 9,Science Fiction Sharlto_Copley Jason_Cope Nathalie_Boltt Neill_BlomkampAfrikaans    isiZulu English alien land south africa ship totally disabled way home year later living slum wearing welcome non human moved new tent city overseen multi national united mnuTriStar_Pictures Block_/_Hanson WingNut_Films 
11836,The SpongeBob SquarePants Movie,Animation Comedy Family Tom_Kenny Clancy_Brown Rodger_Bumpass Stephen_HillenburgEnglish trouble brewing bikini bottom someone stolen king neptune crown look like mr krab spongebob bos culprit though passed promotion dream spongebob stand bos along best pal patrick set treacherous mission shell city reclaim crown save mr krab lifeParamount Nickelodeon_Movies United_Plankton_Pictures 
322,Mystic River,Thriller Crime Drama Mystery Sean_Penn Tim_Robbins Kevin_Bacon Clint_EastwoodEnglish story friendship loyalty guilt vengeance fateful affect past presentWarner_Bros._Pictures Village_Roadshow_Pictures NPV_Entertainment 
70,Million Dollar Baby,Drama Clint_Eastwood Hilary_Swank Morgan_Freeman Clint_EastwoodEnglish Gaeilge despondent painful estrangement daughter trainer frankie dunn prepared boxer maggie fitzgerald enter life maggie determined go pro convince dunn cohort helpLakeshore_Entertainment Malpaso_Productions Epsilon_Motion_Pictures 
9535,Analyze This,Comedy Crime Robert_De_Niro Billy_Crystal Lisa_Kudrow Harold_RamisEnglish countless wiseguy film spoofed film center neurosis angst powerful mafia racketeer suffers panic attack paul vitti need help dealing role family unlucky shrink dr ben sobel given day resolve vitti emotional crisis turn happy well adjusted gangsterSpring_Creek_Productions Tribeca_Productions Baltimore_Pictures 
11036,The Notebook,Romance Drama Rachel_McAdams Ryan_Gosling Gena_Rowlands Nick_CassavetesEnglish epic love story centered around older man read aloud woman alzheimer faded notebook old man word bring life story couple separated world war ii passionately reunited seven year later taken different pathNew_Line_Cinema Avery_Pix Gran_Via 
6557,27 Dresses,Comedy Romance Katherine_Heigl James_Marsden Malin_Åkerman Anne_FletcherEnglish altruistic jane find facing worst nightmare younger sister announces engagement man jane secretly adoresFox_2000_Pictures Spyglass_Entertainment Dune_Entertainment_III 
18126,Hannah Montana: The Movie,Comedy Drama Family Music Romance Miley_Cyrus Billy_Ray_Cyrus Emily_Osment Peter_ChelsomEnglish miley stewart aka pop star hannah montana get caught superstar celebrity lifestyle dad decides time total change scenery sweet nibblets miley must trade glitz glamour hollywood ol blue jean family farm tennessee question miley stewart hannah montana little help friend awesome guest star taylor swift rascal flatts vanessa williams figure whether choose hannah mileyIt's_a_Laugh_Productions Millar_Gough_Ink Walt_Disney_Pictures 
16340,Rugrats in Paris: The Movie,Adventure Animation Comedy Family E.G._Daily Susan_Sarandon John_Lithgow Stig_BergqvistEnglish rugrats back tommy brave one chuckie timid one phil lil odd couple dil spoiled brat angelica time wreaking havoc paris france tommy dad stu summoned yet another one invention took dumpParamount Nickelodeon_Movies Klasky-Csupo 
10333,The Prince of Tides,Drama Romance Nick_Nolte Barbra_Streisand Blythe_Danner Barbra_StreisandEnglish troubled man talk suicidal sister psychiatrist family history fall love processColumbia_Pictures 
4476,Legends of the Fall,Adventure Drama Romance War Brad_Pitt Anthony_Hopkins Aidan_Quinn Edward_Zwick English epic tale three brother father living remote wilderness 1900s usa life affected nature history war loveBedford_Falls_Productions TriStar_Pictures Pangaea 
22947,Up in the Air,Drama Romance George_Clooney Vera_Farmiga Anna_Kendrick Jason_ReitmanEnglish george clooney play dry cynical character ryan bingham executive specializes downsizing ryan life suitcase traveling country sole purpose terminating unwanted employee day day ryan reach life long goal ten million mile frequent flyer mark major change come way change threaten crack cold heartless exterior ryan binghamRight_of_Way_Films Paramount Cold_Spring_Pictures 
2755,About Schmidt,Drama Comedy Jack_Nicholson Kathy_Bates Hope_Davis Alexander_PayneEnglish 66 year old warren schmidt retired insurance salesman particular plan drive around motor home wife insisted buy altogether bitter happy either everything wife annoys disapproves man daughter marry wife suddenly dy set postpone imminent marriage daughter man like coping discovery late wife processAvery_Pix New_Line_Cinema 
82654,Warm Bodies,Horror Comedy Romance Nicholas_Hoult Teresa_Palmer Analeigh_Tipton Jonathan_LevineEnglish zombie becomes involved girlfriend one victim romance set motion sequence event might transform entire lifeless worldSummit_Entertainment 
59967,Looper,Action Thriller Science Fiction Joseph_Gordon-Levitt Bruce_Willis Emily_Blunt Rian_JohnsonEnglish futuristic action thriller looper time travel invented illegal available black market mob want get rid someone send target 30 year past looper hired gun like joe waiting mop joe getting rich life good day mob decides close loop sending back joe future self assassinationTriStar_Pictures FilmDistrict Endgame_Entertainment 
16300,Down to Earth,Fantasy Comedy Science Fiction Romance Chris_Rock Regina_King Chazz_Palminteri Chris_WeitzEnglish dying time aspiring comic get second shot life reincarnated wealthy un likable businessmanParamount Alphaville_Films 
9598,Babe,Fantasy Drama Comedy Family Christine_Cavanaugh Miriam_Margolyes Danny_Mann Chris_NoonanEnglish babe little pig quite know place world bunch odd friend like ferdinand duck think rooster fly dog call mom babe realizes making become greatest sheep pig time farmer hogget know help sheep dog babe learns pig anything wantUniversal_Pictures Kennedy_Miller_Productions 
82696,Hope Springs,Drama Comedy Romance Meryl_Streep Steve_Carell Tommy_Lee_Jones David_FrankelEnglish thirty year marriage middle aged couple attends intense week long counseling session work relationshipColumbia_Pictures Mandate_Pictures Escape_Artists 
9870,Forgetting Sarah Marshall,Comedy Romance Drama Jason_Segel Kristen_Bell Mila_Kunis Nicholas_StollerEnglish 日本語 Deutsch sarah marshall dump aspiring musician peter bretter rock star aldous snow peter world come crashing best friend suggests peter get away everything fly hawaii escape problem arriving hawaii meeting beautiful rachel jansen peter shocked see aldous snow hawaii also sarah marshallUniversal_Pictures Apatow_Productions 
8292,Four Brothers,Action Crime Mark_Wahlberg Tyrese_Gibson André_Benjamin John_SingletonEspañol English four adopted brother return detroit hometown mother murdered vow exact revenge killerParamount Di_Bonaventura_Pictures 
8780,Baby Mama,Comedy Tina_Fey Amy_Poehler Dax_Shepard Michael_McCullersEnglish successful single businesswoman dream baby discovers infertile hire working class woman unlikely surrogateRelativity_Media Michaels-Goldwyn 
9715,Hope Floats,Drama Romance Sandra_Bullock Harry_Connick_Jr. Gena_Rowlands Forest_WhitakerEnglish birdee pruitt humiliated live television best friend connie sleeping birdee husband bill birdee try starting daughter bernice returning small texas hometown faced petty old acquaintance thrilled see birdee unhappy except friend justin help birdee get back foot love begin blossomFortis_Films 20th_Century_Fox 
10521,Bride Wars,Comedy Anne_Hathaway Kate_Hudson Bryan_Greenberg Gary_WinickEnglish two best friend become rival respective wedding accidentally booked dayFox_2000_Pictures Regency_Enterprises New_Regency_Pictures 
10762,Without a Paddle,Action Adventure Comedy Thriller Seth_Green Matthew_Lillard Dax_Shepard Steven_BrillEnglish three friend whose life drifting apart reunite funeral fourth childhood friend looking childhood belonging discover trunk contained detail quest friend attempting revealed hot trail 200 000 went missing airplane hijacker b cooper 1971 decide continue journey understand danger soon encounterDe_Line_Pictures Paramount 
10096,13 Going on 30,Comedy Fantasy Romance Jennifer_Garner Mark_Ruffalo Judy_Greer Gary_WinickEnglish Français Português total humiliation thirteenth birthday party jenna rink want hide thirty little magic wish granted turn thirty always awesome thought wouldColumbia_Pictures Revolution_Studios Thirteen_Productions 
59436,Midnight in Paris,Fantasy Comedy Romance Owen_Wilson Rachel_McAdams Kurt_Fuller Woody_AllenEnglish Français Deutsch Español romantic comedy family traveling french capital business party includes young engaged couple forced confront illusion life different betterPontchartrain_Productions Gravier_Productions Mediapro 
227783,The Nut Job,Animation Comedy Family Adventure Will_Arnett Katherine_Heigl Brendan_Fraser Peter_LepeniotisEnglish surly curmudgeon independent squirrel banished park forced survive city lucky stumble one thing may able save life rest park community gear winter maury nut storeOpen_Road_Films Gulfstream_Pictures Redrover 
4133,Blow,Crime Drama Johnny_Depp Penélope_Cruz Ethan_Suplee Ted_DemmeEnglish boy named george jung grows struggling family 1950 mother nag husband trying make living family finally revealed george father cannot make living family go bankrupt george want thing happen friend tuna 1960 suggests deal marijuana big hit california 1960 yet go jail find wonder cocaine result released get rich bringing cocaine america however soon pay priceNew_Line_Cinema 
10207,Message in a Bottle,Romance Drama Kevin_Costner Robin_Wright Paul_Newman Luis_MandokiEnglish woman find romantic letter bottle washed ashore track author widowed shipbuilder whose wife died tragically early deep mutual attraction blossom man struggle make peace past move find happinessTiger_Productions Bel_Air_Entertainment Di_Novi_Pictures 
172,Star Trek V: The Final Frontier,Science Fiction Action Adventure Thriller William_Shatner Leonard_Nimoy DeForest_Kelley William_ShatnerEnglish capt kirk crew must deal mr spock half brother kidnaps three diplomat hijack enterprise obsessive search godParamount 
21972,Like Mike,Comedy Drama Family Fantasy Shad_Moss Morris_Chestnut Jonathan_Lipnicki John_SchultzEnglish calvin friend live orphanage find old shoe faded letter mj connected powerline one stormy night go get shoe calvin shoe struck lightning calvin unbelievable basketball power chance play nba20th_Century_Fox Heller_Highwater_Productions NBA_Entertainment 
36593,The Naked Gun 33⅓: The Final Insult,Comedy Crime Leslie_Nielsen Priscilla_Presley George_Kennedy Peter_SegalEnglish frank drebin persuaded retirement go undercover state prison find top terrorist rocco planned escape frank wife jane desperate baby add frank problem host celebrity academy award ceremony humiliated frank blunder way trying foil roccoParamount 
707,A View to a Kill,Adventure Action Thriller Roger_Moore Christopher_Walken Tanya_Roberts John_GlenEnglish newly developed microchip designed zorin industry british government survive electromagnetic radiation caused nuclear explosion landed hand kgb james bond must find suspicion soon lead big industry leader max zorinEon_Productions Metro-Goldwyn-Mayer United_Artists 
533,The Curse of the Were-Rabbit,Adventure Animation Comedy Family Peter_Sallis Helena_Bonham_Carter Ralph_Fiennes Nick_ParkEnglish cheese loving eccentric wallace cunning canine pal gromit investigate mystery nick park animated adventure lovable inventor intrepid pup run business ridding town garden pest using humane method turn home halfway house evicted vermin pair stumble upon mystery involving voracious vegetarian monster threatens ruin annual veggie growing contestAardman_Animations DreamWorks_Animation 
6023,P.S. I Love You,Drama Romance Hilary_Swank Gerard_Butler Lisa_Kudrow Richard_LaGraveneseEnglish young widow discovers late husband left 10 message intended help ease pain start new lifeWendy_Finerman_Productions Alcon_Entertainment Warner_Bros._Pictures 
6439,Racing Stripes,Comedy Frankie_Muniz Mandy_Moore Hayden_Panettiere Frederik_Du_ChauEnglish shattered illusion hard repair especially good hearted zebra named stripe spent life kentucky farm amidst sorely mistaken notion debonair thoroughbred face fact stark stripe mark different decides race anyway help young girl raised might end winner circleAlcon_Entertainment 
4347,Atonement,Drama Romance Keira_Knightley James_McAvoy Romola_Garai Joe_WrightEnglish Français 13 year old fledgling writer briony tallis irrevocably change course several life accuses older sister lover crime commitUniversal_Pictures Relativity_Media Working_Title_Films 
37056,Letters to Juliet,Comedy Drama Romance Amanda_Seyfried Christopher_Egan Gael_García_Bernal Gary_WinickEnglish Italiano Español american girl vacation italy find unanswered letter juliet one thousand missive left fictional lover verona courtyard typically answered secretary juliet go quest find lover referenced letterSummit_Entertainment Applehead_Pictures 
4105,Black Rain,Action Thriller Crime Michael_Douglas Andy_García Kate_Capshaw Ridley_ScottEnglish 日本語 two new york cop get involved gang war member yakuza japanese mafia arrest one killer ordered escort back japan japan however manages escape try track get deeper deeper japanese mafia scene learn win playing game japanese wayPegasus_Film_Partners Paramount Jaffe-Lansing 
76489,The Three Stooges,Comedy Sean_Hayes Will_Sasso Chris_Diamantopoulos Bobby_FarrellyEnglish trying save childhood orphanage moe larry curly inadvertently stumble murder plot wind starring reality tv showWessler_Entertainment 20th_Century_Fox Conundrum_Entertainment 
3933,Corpse Bride,Romance Fantasy Animation Music Johnny_Depp Helena_Bonham_Carter Emily_Watson Tim_BurtonEnglish set 19th century european village stop motion animation feature follows story victor young man whisked away underworld wed mysterious corpse bride real bride victoria wait bereft land livingTim_Burton_Productions Laika_Entertainment Patalex_Productions 
9918,Glory Road,Drama Josh_Lucas Derek_Luke Jon_Voight James_GartnerEnglish 1966 texas western coach haskins led first black starting line college basketball team ncaa national championshipWalt_Disney_Pictures 
273481,Sicario,Action Crime Drama Mystery Thriller Emily_Blunt Benicio_del_Toro Josh_Brolin Denis_VilleneuveEspañol English young female fbi agent join secret cia operation take mexican cartel bos job end pushing ethical moral value limitThunder_Road Black_Label_Media Lionsgate 
307081,Southpaw,Action Drama Jake_Gyllenhaal Rachel_McAdams Forest_Whitaker Antoine_FuquaEnglish billy great hope reigning junior middleweight boxing champion impressive career loving wife daughter lavish lifestyle however tragedy strike billy hit rock bottom losing family house manager soon find unlikely savior tick willis former fighter train city toughest amateur boxer future line hope fight reclaim trust loveFuqua_Films Escape_Artists Riche-Ludwig_Productions 
16871,Drag Me to Hell,Horror Thriller Alison_Lohman Justin_Long Lorna_Raver Sam_RaimiEnglish Español Magyar Český denying woman extension need keep home loan officer christine brown see promising life take startling turn worse christine convinced cursed gypsy boyfriend skeptical hope seems lie psychic claim help lift curse keep soul dragged straight hellUniversal_Pictures Ghost_House_Pictures Buckaroo_Entertainment 
293863,The Age of Adaline,Fantasy Drama Romance Blake_Lively Michiel_Huisman Harrison_Ford Lee_Toland_KriegerEnglish 29 year old adaline recovers nearly lethal accident inexplicably stop growing older year stretch adaline keep secret meet man change lifeLakeshore_Entertainment Sidney_Kimmel_Entertainment Lionsgate 
13156,Secondhand Lions,Comedy Drama Family Michael_Caine Robert_Duvall Haley_Joel_Osment Tim_McCanliesEnglish secondhand lion follows comedic adventure introverted boy left doorstep pair reluctant eccentric great uncle whose exotic remembrance stir boy spirit ignite men lifeNew_Line_Cinema 
